past_vote_D,vote_D,incumbent
0.745036174097959,0.772442744081804,D
0.673845451516984,0.636181649511077,D
0.696456649723919,0.66492833910019,D
0.464590079813606,0.273834199436133,R
0.39109451661678,0.263613098798692,R
0.358245357103732,0.33419269486164,R
0.226702844311377,0.337903592992181,R
0.221815965874467,0.172718111718303,R
0.710861900613346,0.666726033154996,D
0.436459378933448,0.396540121860222,R
0.257782177186173,0.428218069993649,R
0.576894910289271,0.443671663669871,D
0.281852720479932,0.278767500881563,R
0.664203899624027,0.675166405846911,D
0.762170666492761,0.702823907932187,D
0.704449188153427,0.664997231341217,D
0.587008955223881,0.52125806782092,D
0.385111220495511,0.33738569398632,R
0.254315732843874,0.23797907895308,R
0.704572514778685,0.616186797572698,D
0.209585660920525,0.253912882713256,R
0.690235638379794,0.675042186571598,D
0.319805650987608,0.295191567127108,R
0.365143170368824,0.301439073065167,R
0.725802552975978,0.687409943553611,D
0.665100140129453,0.616465656461533,D
0.581806971846597,0.584786154981819,D
0.320932287639457,0.282537752295539,R
0.347260144831391,0.338205494305999,R
0.911394342180053,0.908614933537014,D
0.938694586767654,0.930125428735949,D
0.848104956268222,0.747007102103068,D
0.30184563214791,0.367004505941972,R
0.419953966182083,0.374511696042413,R
0.859171854247793,0.843663368991126,D
0.94589934965737,0.929034879282962,D
0.452718329365052,0.514519375943634,R
0.217308621337484,0.239176279603716,R
0.281106975041191,0.273558343700734,R
0.295627890216804,0.276171609538996,R
0.497170340101615,0.421045314252347,R
0.255373493256061,0.278720268043144,R
0.50991602959237,0.590206446273392,R
0.422121162904012,0.466136325497648,R
0.747439318846105,0.76315209295397,D
0.617798586795189,0.632124159086989,D
0.609583999773528,0.703008903725282,D
0.342597248594652,0.217918465325593,R
0.691140845070423,0.636125464751362,D
0.550340869699187,0.577783688982466,D
0.253369509792195,0.267567638217227,R
0.414808056624168,0.334291275725565,R
0.432257721868575,0.425235653865583,R
0.254462469393341,0.260214031429451,R
0.263565721950082,0.5,R
0.630044517565083,0.628382874634578,D
0.271150512099535,0.227518597236982,R
0.191486266294227,0.212569398178992,R
0.445215027531888,0.375484321299489,R
0.963985253804707,0.960480576785777,D
0.838291799319354,0.827449173185227,D
0.661766312906979,0.622307953196541,D
0.703610798266271,0.612770555682897,D
0.246153846153846,0.263191006055833,R
0.787347039598693,0.756585924276795,D
0.716383552331734,0.667281863505047,D
0.248798489529694,0.275195925123225,R
0.706954550561426,0.645082793940522,D
0.222866119741665,0.248180640015951,R
0.266076207555048,0.300805121738287,R
0.331396644830983,0.360719337038586,R
0.556469523195457,0.648681820413373,D
0.37394698584032,0.452932545012212,R
0.664142123604976,0.642379272006574,D
0.680968753867429,0.688727295592965,D
0.503612999134106,0.525968959502239,D
0.532326340021165,0.648775447513195,D
0.741050281994922,0.770943583509455,D
0.622950221622312,0.532009774254759,D
0.499845304158356,0.457116451879408,R
0.301496817514164,0.378535540190309,R
0.311017846956238,0.271134791336984,R
0.321229953440248,0.382072346627799,R
0.532649514601894,0.618145323514492,R
0.722141043453265,0.707186063159715,D
0.583783646219493,0.605443188578227,D
0.900615008499341,0.920888607065911,D
0.409613344117058,0.450128228613299,R
0.603690240647863,0.573421124996181,D
0.287622622799872,0.274009858915519,R
0.56672717646169,0.597942080729941,D
0.802907839109088,0.762151154858693,D
0.726362965227701,0.720786814975863,D
0.355794492207913,0.302170174890839,R
0.488482296501017,0.266280209955586,R
0.367379365134192,0.401306055813479,R
0.663534844986183,0.540957696886035,D
0.860463807272318,0.883166440897058,D
0.731838394407058,0.632857418264706,D
0.756590441433397,0.647416733205826,D
0.772798175263042,0.710540668100058,D
0.262283658195024,0.227638198892671,R
0.617266010356331,0.564638710296517,D
0.292561393585574,0.276852109783332,R
0.736533361302986,0.768905355411474,D
0.349719530851606,0.393337578993778,R
0.283854850547778,0.256919021818714,R
0.775161605118535,0.813239393000929,D
0.295596406467304,0.283662235872481,R
0.744505416394188,0.614919951832915,D
0.265993077344489,0.210193716342105,R
0.628168774456984,0.698071409292069,D
0.363204013160038,0.251870908581472,R
0.236617262423714,0.214442575922445,R
0.722554085114829,0.772260103109929,D
0.547802662455126,0.70489967452941,D
0.848635008029365,0.825823628411733,D
0.8155170161343,0.856783223243568,D
0.754977518592444,0.761639413561862,D
0.556652349342705,0.585040817429853,D
0.358914995271374,0.316492223842255,R
0.627248571495756,0.62292245284176,D
0.3264320771603,0.302971460478451,R
0.217787849065963,0.250926765305792,R
0.336227917962987,0.38733657200613,R
0.386575018497901,0.432231061950885,R
0.683637962679719,0.716795742991315,D
0.407809050196062,0.361244304621393,R
0.706384037355039,0.7327206358806,D
0.64501978623899,0.639656771316335,D
0.289278325422904,0.298419656246395,R
0.723772886356405,0.704103973744357,D
0.484042471062343,0.421760998001362,R
0.298637827127879,0.316637680423495,R
0.728788780500427,0.729871123640757,D
0.737168952326338,0.741999982983213,D
0.658094229373193,0.655157618044415,D
0.499678066483262,0.454171856101651,R
0.725636652355467,0.745238116660518,D
0.661450273533707,0.726044568245125,D
0.480796512942821,0.329545658857585,D
0.689652516515093,0.633861956044698,D
0.719740685331624,0.711605341118887,D
0.432818601348953,0.406652955534887,R
0.330150556301723,0.465099944394041,R
0.47474680435908,0.418973132676555,R
0.574791355872291,0.679128672745694,D
0.355393337532886,0.330438007674063,R
0.414096657075103,0.506733162576174,R
0.301691925757135,0.209680488201035,R
0.763496171186279,0.715627924513058,D
0.591813559848545,0.717369419972044,D
0.439792610895563,0.267387402924263,R
0.541509321461224,0.630301955917981,R
0.698679928096863,0.63878275698312,D
0.382241679772177,0.376772899702805,R
0.398022840468884,0.31971434158778,R
0.789044509041489,0.650707078366273,D
0.728901697888603,0.668823540739885,D
0.59770153065455,0.682259859811678,D
0.75747098048901,0.8345802613113,D
0.201969874449376,0.253093950737095,R
0.833857499186639,0.691941912526848,D
0.637526164311879,0.668828028528099,D
0.70165073594089,0.467228755444169,D
0.288256062165919,0.265303919774377,R
0.727217722260174,0.608426704436648,D
0.25028743891923,0.288423061532305,R
0.737567875923241,0.548519119923273,D
0.696546373980002,0.694044708902323,D
0.690549777944841,0.723889337533359,D
0.467724241639857,0.602886986621381,R
0.404553511639816,0.410838908408336,R
0.663805822043482,0.647809632532461,D
0.672642099744635,0.639798134039431,D
0.664211145256665,0.781710327255355,D
0.517067271994399,0.652629073089161,R
0.715104700480797,0.554756138699104,D
0.176559372641664,0.450194546123072,R
0.695407298868996,0.651938798055678,D
0.556574222168573,0.580073709857594,R
0.541175291693545,0.526126366302319,D
0.4997267929644,0.375293499587224,R
0.642046282798834,0.672538703554093,D
0.578691922802001,0.514923940065498,D
0.48687033820374,0.340590846994536,R
0.506936294590465,0.503550150225454,R
0.464015994512831,0.469313393465893,R
0.68431023147988,0.540998044241445,D
0.520845639670449,0.521502424477105,R
0.755379332897319,0.760784486724604,D
0.71658414023127,0.674253565277966,D
0.589697498844435,0.614326293211725,D
0.441991454098148,0.323585703841826,R
0.119715154641975,0.208625500476441,R
0.350737659202213,0.524646572419312,R
0.47674655537053,0.537006416405945,R
0.380143290262037,0.322946107784431,R
0.282331186994312,0.317425245922998,R
0.318979020791774,0.307318945116795,R
0.736294938494577,0.696955134975286,D
0.257432425822483,0.260214535374232,R
0.796104649119724,0.587156518947859,D
0.668145317227416,0.504037416892133,D
0.413471157052351,0.285493282670647,R
0.791079904907079,0.728993199354811,D
0.819341317365269,0.786288002154935,D
0.722251446607049,0.753580289315395,D
0.732662564443705,0.648687448728466,D
0.293812893592157,0.278288825512056,R
0.311220156648108,0.197785160575858,R
0.237879889946555,0.437656275575574,R
0.539355079860263,0.573930744926737,D
0.276942741860967,0.198784849544742,R
0.804001865745389,0.624379390482227,D
0.649128990474848,0.743440341436259,D
0.712509332125767,0.613012872865865,D
0.75902359450084,0.733421925934628,D
0.351489200249329,0.322021461226745,R
0.683682542137003,0.699298727474949,D
0.518614605598795,0.780437879479413,R
0.30204874792115,0.269244084321229,R
0.340305828955769,0.361150506681645,R
0.331286471854268,0.342147127935431,R
0.543539614798247,0.65223109153745,D
0.61666802311386,0.607740282471281,D
0.46532937880618,0.444751444164663,R
0.415871305418719,0.414935079273948,R
0.291018226840315,0.483210144552988,R
0.712966823515397,0.731093322098167,D
0.484400399169025,0.401957335209646,R
0.329630518419891,0.315935757939453,R
0.305281405871567,0.323238619143741,R
0.71737708322517,0.688845881967552,D
0.759467684975164,0.711769589472622,D
0.772949781700656,0.79851933358051,D
0.738540547243118,0.733517704167861,D
0.665623174111379,0.684172824004765,D
0.6131192106323,0.680790984016817,D
0.697155844953621,0.729594028312063,D
0.740828636408583,0.74403428559739,D
0.697287147944319,0.692414602359346,D
0.267312708538027,0.374040140401404,R
0.723377617027196,0.712258575482849,D
0.803268207375092,0.708280316233183,D
0.397927700058995,0.285331332943552,R
0.712705513846067,0.699391929857746,D
0.271223624678205,0.49124568642325,R
0.273869374804487,0.275945662230446,R
0.23786271417151,0.272061488415674,R
0.674020886279645,0.657024022182526,D
0.650673618435454,0.703415942543004,D
0.650144570792578,0.694999556325629,D
0.781776138674858,0.793096225243055,D
0.853304792276441,0.858409922891191,D
0.637868792573651,0.622409248315904,D
0.717798376889286,0.736979318805866,D
0.699380308612477,0.693365421826625,D
0.272098149865216,0.275149314348512,R
0.603327185339306,0.643780454554988,D
0.231473148220854,0.282048742219352,R
0.571129860065215,0.559706012784875,D
0.363159647078409,0.33970827808297,R
0.433964528489503,0.374040788355974,R
0.235453939326592,0.235470969023393,R
0.387041991273345,0.308268237862096,R
